測站,日期,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Unnamed: 27
新莊,2023/02/08 00:00:00,WIND_DIREC,72,70,68,69,79,66,71,78,75,58,71,82,74,56,51,63,61,71,82,63,51,59,60,15,
新莊,2023/02/08 00:00:00,WIND_SPEED,3.1,3.8,3.5,3.3,3.4,2.7,4.6,4.2,4.4,4.3,4.8,4.6,4.6,5.7,4.9,4.5,4.9,3.4,2.7,4.3,3.4,2.6,2.1,0.4,
新莊,2023/02/09 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/02/09 00:00:00,WIND_DIREC,248,296,220,175,36,24,27,196,51,72,345,231,246,163,254,29,254,257,177,7,215,226,8,41,
新莊,2023/02/09 00:00:00,WIND_SPEED,0.7,1.4,0.7,0.8,1,0.8,2.3,0.5,0.9,0.5,1.2,3.8,2.6,1,1.7,2.4,1.1,1.5,0.3,1.5,0.3,0.3,1.1,0.2,
新莊,2023/02/10 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,
新莊,2023/02/10 00:00:00,WIND_DIREC,240,60,33,66,263,7,28,55,72,78,98,97,99,97,92,95,97,74,65,67,88,57,51,52,
新莊,2023/02/10 00:00:00,WIND_SPEED,0.4,0.3,0.6,0.3,0.3,1.3,2.4,2.3,1.9,2,1.6,1.5,3.6,4.1,4.1,3.4,3,2.3,3.5,2.5,3.9,4.2,4.7,4.7,
新莊,2023/02/11 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/02/11 00:00:00,WIND_DIREC,52,42,31,66,13,2,183,190,188,219,262,246,248,250,37,28,36,22,22,18,12,33,6,15,
新莊,2023/02/11 00:00:00,WIND_SPEED,4.6,3.6,3,1.6,1.8,3.1,2.4,0.9,1,1.8,3,1.9,2,0.8,3.7,1.7,1.7,2.5,2.1,1.8,1.5,1.2,0.2,0.2,
新莊,2023/02/12 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/02/12 00:00:00,WIND_DIREC,167,91,202,140,149,223,217,201,106,110,11,332,18,22,38,79,12,359,246,32,16,256,203,269,
新莊,2023/02/12 00:00:00,WIND_SPEED,0.2,0.2,0.2,0.2,0.2,0.8,1.7,1.6,0.2,0.2,0.2,0.2,6.2,2.1,3.7,1.2,0.2,2.3,0.2,0.2,0.2,0.2,0.2,0.2,
新莊,2023/02/13 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/02/13 00:00:00,WIND_DIREC,243,160,159,243,65,161,190,24,123,185,13,8,255,18,15,9,103,97,87,56,4,52,13,3,
新莊,2023/02/13 00:00:00,WIND_SPEED,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,3.5,4.2,3.8,5.4,3.6,2.9,2.7,3.3,3,3.5,4,3.1,4.7,4.1,
新莊,2023/02/14 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/02/14 00:00:00,WIND_DIREC,8,21,13,23,11,19,23,7,8,35,52,22,20,28,16,22,10,11,6,14,22,12,30,18,
新莊,2023/02/14 00:00:00,WIND_SPEED,4.7,3.8,4.5,3.9,6.7,5.1,4.7,5.6,3.6,2.5,3.5,4,4.8,3.7,4,4.8,3.5,4,3.8,3.8,5.2,6,4.4,4.3,
新莊,2023/02/15 00:00:00,RAINFALL,0,0,0,0,0,0,0,0,0,0,#,0,0,0,0,0,0,0,0,0,0,0,0,0,
新莊,2023/02/15 00:00:00,WIND_DIREC,10,17,16,26,23,13,20,16,15,15,21,12,18,16,52,52,67,52,62,74,69,79,65,83,
新莊,2023/02/15 00:00:00,WIND_SPEED,4.7,5.1,4.4,4.6,4.9,3.7,5.5,4.4,4.4,5.3,5.1,4.2,5.6,5,4.9,5.4,4,4.4,4.5,3.6,4.7,2.8,4.8,4.5,
